employee,day,login_hour,files_accessed,emails_sent,usb_used,after_hours,is_malicious
Andres Johnson,52,10,31,12,0,0,0
Andres Johnson,53,10,40,11,0,0,0
Andres Johnson,54,9,41,18,0,0,0
Andres Johnson,55,8,37,14,0,0,0
Andres Johnson,56,10,45,8,0,0,0
Andres Johnson,57,10,43,20,0,0,0
Andres Johnson,58,8,43,17,0,0,0
Andres Johnson,59,8,37,16,0,0,0
Andres Johnson,60,9,35,6,0,0,0
Andres Johnson,61,9,26,6,0,0,0
Andres Johnson,62,10,34,14,0,0,0
Andres Johnson,63,10,30,10,0,0,0
Andres Johnson,64,9,43,9,0,0,0
Andres Johnson,65,9,28,18,0,0,0
Andres Johnson,66,9,42,16,0,0,0
Andres Johnson,67,9,27,10,0,0,0
Andres Johnson,68,10,35,6,0,0,0
Andres Johnson,69,10,40,5,0,0,0
Andres Johnson,70,8,27,10,0,0,0
Andres Johnson,71,8,39,19,0,0,0
Andres Johnson,72,8,26,10,0,0,0
Andres Johnson,73,10,30,7,0,0,0
Andres Johnson,74,10,36,18,0,0,0
Andres Johnson,75,8,37,17,0,0,0
Andres Johnson,76,8,31,14,0,0,0
Andres Johnson,77,9,37,16,0,0,0
Andres Johnson,78,10,38,20,0,0,0
Andres Johnson,79,9,40,20,0,0,0
Andres Johnson,80,9,33,18,0,0,0
Andres Johnson,81,9,35,13,0,0,0
Andres Johnson,82,9,25,18,0,0,0
Andres Johnson,83,8,37,18,0,0,0
Andres Johnson,84,9,45,7,0,0,0
Andres Johnson,85,8,45,12,0,0,0
Andres Johnson,86,10,37,10,0,0,0
Andres Johnson,87,9,41,12,0,0,0
Andres Johnson,88,9,32,9,0,0,0
Andres Johnson,89,8,44,16,0,0,0
Lucas Scott,0,10,33,5,0,0,0
Lucas Scott,1,10,21,16,0,0,0
Lucas Scott,2,10,18,10,0,0,0
Lucas Scott,3,9,16,19,0,0,0
Lucas Scott,4,8,22,5,0,0,0
Lucas Scott,5,10,16,20,0,0,0
Lucas Scott,6,8,20,7,0,0,0
Lucas Scott,7,9,25,7,0,0,0
Lucas Scott,8,10,33,13,0,0,0
Lucas Scott,9,8,23,16,0,0,0
Lucas Scott,10,10,16,18,0,0,0
Lucas Scott,11,10,29,10,0,0,0
Lucas Scott,12,10,15,16,0,0,0
Lucas Scott,13,9,20,11,0,0,0
Lucas Scott,14,10,21,13,0,0,0
Lucas Scott,15,9,15,17,0,0,0
Lucas Scott,16,9,21,14,0,0,0
Lucas Scott,17,8,21,11,0,0,0
Lucas Scott,18,8,30,14,0,0,0
Lucas Scott,19,9,29,14,0,0,0
Lucas Scott,20,10,20,20,0,0,0
Lucas Scott,21,10,29,13,0,0,0
Lucas Scott,22,8,31,18,0,0,0
Lucas Scott,23,10,32,17,0,0,0
Lucas Scott,24,9,29,10,0,0,0
Lucas Scott,25,9,21,5,0,0,0
Lucas Scott,26,9,23,9,0,0,0
Lucas Scott,27,8,29,13,0,0,0
Lucas Scott,28,10,24,18,0,0,0
Lucas Scott,29,10,32,7,0,0,0
Lucas Scott,30,10,20,9,0,0,0
Lucas Scott,31,9,19,5,0,0,0
Lucas Scott,32,8,13,18,0,0,0
Lucas Scott,33,10,23,11,0,0,0
Lucas Scott,34,10,24,11,0,0,0
Lucas Scott,35,8,21,5,0,0,0
Lucas Scott,36,8,33,18,0,0,0
Lucas Scott,37,8,14,17,0,0,0
Lucas Scott,38,10,18,8,0,0,0
Lucas Scott,39,9,28,12,0,0,0
Lucas Scott,40,8,19,8,0,0,0
Lucas Scott,41,8,24,14,0,0,0
Lucas Scott,42,8,25,17,0,0,0
Lucas Scott,43,9,29,12,0,0,0
Lucas Scott,44,8,31,7,0,0,0
Lucas Scott,45,10,27,18,0,0,0
Lucas Scott,46,10,33,13,0,0,0
Lucas Scott,47,8,19,8,0,0,0
Lucas Scott,48,8,23,11,0,0,0
Lucas Scott,49,9,22,8,0,0,0
Lucas Scott,50,10,16,19,0,0,0
Lucas Scott,51,10,31,11,0,0,0
Lucas Scott,52,10,17,12,0,0,0
Lucas Scott,53,8,28,7,0,0,0
Lucas Scott,54,9,32,12,0,0,0
Lucas Scott,55,10,23,8,0,0,0
Lucas Scott,56,10,29,13,0,0,0
Lucas Scott,57,9,20,6,0,0,0
Lucas Scott,58,8,32,19,0,0,0
Lucas Scott,59,10,29,20,0,0,0
Lucas Scott,60,10,19,9,0,0,0
Lucas Scott,61,10,20,12,0,0,0
Lucas Scott,62,9,18,13,0,0,0
Lucas Scott,63,10,32,6,0,0,0
Lucas Scott,64,10,23,7,0,0,0
Lucas Scott,65,8,14,10,0,0,0
Lucas Scott,66,10,33,12,0,0,0
Lucas Scott,67,10,16,17,0,0,0
Lucas Scott,68,8,33,5,0,0,0
Lucas Scott,69,8,24,10,0,0,0
Lucas Scott,70,8,13,14,0,0,0
Lucas Scott,71,10,19,5,0,0,0
Lucas Scott,72,10,25,10,0,0,0
Lucas Scott,73,10,19,10,0,0,0
Lucas Scott,74,9,19,9,0,0,0
Lucas Scott,75,9,23,13,0,0,0
Lucas Scott,76,9,30,16,0,0,0
Lucas Scott,77,10,13,12,0,0,0
Lucas Scott,78,10,18,12,0,0,0
Lucas Scott,79,9,19,20,0,0,0
Lucas Scott,80,10,28,9,0,0,0
Lucas Scott,81,8,20,11,0,0,0
Lucas Scott,82,10,27,18,0,0,0
Lucas Scott,83,8,13,8,0,0,0
Lucas Scott,84,8,27,5,0,0,0
Lucas Scott,85,10,16,10,0,0,0
Lucas Scott,86,10,21,13,0,0,0
Lucas Scott,87,9,14,10,0,0,0
Lucas Scott,88,8,18,6,0,0,0
Lucas Scott,89,10,24,8,0,0,0
Barbara Cook,0,9,47,15,0,0,0
Barbara Cook,1,10,54,14,0,0,0
Barbara Cook,2,10,53,11,0,0,0
Barbara Cook,3,9,45,6,0,0,0
Barbara Cook,4,8,47,16,0,0,0
Barbara Cook,5,9,58,11,0,0,0
Barbara Cook,6,9,45,10,0,0,0
Barbara Cook,7,8,47,12,0,0,0
Barbara Cook,8,8,58,20,0,0,0
Barbara Cook,9,10,61,19,0,0,0
Barbara Cook,10,10,42,7,0,0,0
Barbara Cook,11,9,44,8,0,0,0
Barbara Cook,12,8,59,14,0,0,0
Barbara Cook,13,9,52,8,0,0,0
Barbara Cook,14,9,43,11,0,0,0
Barbara Cook,15,10,60,10,0,0,0
Barbara Cook,16,8,42,13,0,0,0
Barbara Cook,17,10,53,17,0,0,0
Barbara Cook,18,8,60,17,0,0,0
Barbara Cook,19,9,50,9,0,0,0
Barbara Cook,20,8,42,5,0,0,0
Barbara Cook,21,8,57,9,0,0,0
Barbara Cook,22,8,43,6,0,0,0
Barbara Cook,23,10,60,5,0,0,0
Barbara Cook,24,8,49,13,0,0,0
Barbara Cook,25,10,57,5,0,0,0
Barbara Cook,26,8,52,15,0,0,0
Barbara Cook,27,9,45,20,0,0,0
Barbara Cook,28,10,44,18,0,0,0
Barbara Cook,29,8,55,6,0,0,0
Barbara Cook,30,9,44,7,0,0,0
Barbara Cook,31,9,49,20,0,0,0
Barbara Cook,32,9,61,6,0,0,0
Barbara Cook,33,9,61,10,0,0,0
Barbara Cook,34,9,55,13,0,0,0
Barbara Cook,35,10,45,14,0,0,0
Barbara Cook,36,10,53,17,0,0,0
Barbara Cook,37,10,54,8,0,0,0
Barbara Cook,38,8,42,15,0,0,0
Barbara Cook,39,9,45,20,0,0,0
Barbara Cook,40,8,45,5,0,0,0
Barbara Cook,41,9,41,11,0,0,0
Barbara Cook,42,8,60,13,0,0,0
Barbara Cook,43,8,58,8,0,0,0
Barbara Cook,44,8,58,16,0,0,0
Barbara Cook,45,9,57,5,0,0,0
Barbara Cook,46,10,44,15,0,0,0
Barbara Cook,47,8,53,6,0,0,0
Barbara Cook,48,9,59,13,0,0,0
Barbara Cook,49,10,42,17,0,0,0
Barbara Cook,50,9,44,14,0,0,0
Barbara Cook,51,9,56,5,0,0,0
Barbara Cook,52,8,53,11,0,0,0
Barbara Cook,53,8,50,12,0,0,0
Barbara Cook,54,9,57,19,0,0,0
Barbara Cook,55,9,41,15,0,0,0
Barbara Cook,56,9,54,14,0,0,0
Barbara Cook,57,8,47,10,0,0,0
Barbara Cook,58,8,46,10,0,0,0
Barbara Cook,59,8,54,11,0,0,0
Barbara Cook,60,9,55,14,0,0,0
Barbara Cook,61,9,50,18,0,0,0
Barbara Cook,62,9,52,20,0,0,0
Barbara Cook,63,8,44,6,0,0,0
Barbara Cook,64,10,42,15,0,0,0
Barbara Cook,65,9,52,9,0,0,0
Barbara Cook,66,9,51,13,0,0,0
Barbara Cook,67,8,41,14,0,0,0
Barbara Cook,68,10,51,19,0,0,0
Barbara Cook,69,8,53,5,0,0,0
Barbara Cook,70,8,44,9,0,0,0
Barbara Cook,71,8,59,15,0,0,0
Barbara Cook,72,10,48,18,0,0,0
Barbara Cook,73,8,59,5,0,0,0
Barbara Cook,74,8,41,10,0,0,0
Barbara Cook,75,8,57,18,0,0,0
Barbara Cook,76,8,59,19,0,0,0
Barbara Cook,77,8,54,11,0,0,0
Barbara Cook,78,9,47,7,0,0,0
Barbara Cook,79,10,48,16,0,0,0
Barbara Cook,80,9,59,20,0,0,0
Barbara Cook,81,9,49,10,0,0,0
Barbara Cook,82,9,54,20,0,0,0
Barbara Cook,83,9,57,8,0,0,0
Barbara Cook,84,10,54,8,0,0,0
Barbara Cook,85,9,56,5,0,0,0
Barbara Cook,86,9,52,9,0,0,0
Barbara Cook,87,10,44,18,0,0,0
Barbara Cook,88,10,47,11,0,0,0
Barbara Cook,89,8,59,15,0,0,0
Travis Taylor,0,7,36,10,0,0,0
Travis Taylor,1,7,47,10,0,0,0
Travis Taylor,2,7,54,8,0,0,0
Travis Taylor,3,9,35,16,0,0,0
Travis Taylor,4,8,42,20,0,0,0
Travis Taylor,5,9,39,15,0,0,0
Travis Taylor,6,7,53,8,0,0,0
Travis Taylor,7,8,55,16,0,0,0
Travis Taylor,8,7,44,6,0,0,0
Travis Taylor,9,9,53,19,0,0,0
Travis Taylor,10,8,39,5,0,0,0
Travis Taylor,11,9,50,8,0,0,0
Travis Taylor,12,9,51,18,0,0,0
Travis Taylor,13,8,50,10,0,0,0
Travis Taylor,14,9,36,12,0,0,0
Travis Taylor,15,8,45,12,0,0,0
Travis Taylor,16,8,46,15,0,0,0
Travis Taylor,17,9,35,10,0,0,0
Travis Taylor,18,7,36,13,0,0,0
Travis Taylor,19,8,49,12,0,0,0
Travis Taylor,20,9,53,18,0,0,0
Travis Taylor,21,9,54,7,0,0,0
Travis Taylor,22,7,37,20,0,0,0
Travis Taylor,23,9,44,5,0,0,0
Travis Taylor,24,9,55,16,0,0,0
Travis Taylor,25,7,55,6,0,0,0
Travis Taylor,26,9,36,11,0,0,0
Travis Taylor,27,8,38,19,0,0,0
Travis Taylor,28,7,43,18,0,0,0
Travis Taylor,29,8,37,11,0,0,0
Travis Taylor,30,9,50,19,0,0,0
Travis Taylor,31,8,35,13,0,0,0
Travis Taylor,32,8,51,9,0,0,0
Travis Taylor,33,9,45,6,0,0,0
Travis Taylor,34,7,49,19,0,0,0
Travis Taylor,35,8,45,14,0,0,0
Travis Taylor,36,8,55,9,0,0,0
Travis Taylor,37,8,40,10,0,0,0
Travis Taylor,38,9,37,8,0,0,0
Travis Taylor,39,8,44,19,0,0,0
Travis Taylor,40,7,55,17,0,0,0
Travis Taylor,41,7,47,19,0,0,0
Travis Taylor,42,9,47,15,0,0,0
Travis Taylor,43,9,55,14,0,0,0
Travis Taylor,44,8,40,17,0,0,0
Travis Taylor,45,7,55,7,0,0,0
Travis Taylor,46,9,35,6,0,0,0
Travis Taylor,47,9,44,10,0,0,0
Travis Taylor,48,9,40,14,0,0,0
Travis Taylor,49,8,54,10,0,0,0
Travis Taylor,50,8,48,8,0,0,0
Travis Taylor,51,7,44,5,0,0,0
Travis Taylor,52,7,49,16,0,0,0
Travis Taylor,53,8,39,14,0,0,0
Travis Taylor,54,7,53,7,0,0,0
Travis Taylor,55,8,51,15,0,0,0
Travis Taylor,56,7,39,10,0,0,0
Travis Taylor,57,9,49,9,0,0,0
Travis Taylor,58,7,44,20,0,0,0
Travis Taylor,59,9,55,5,0,0,0
Travis Taylor,60,8,42,8,0,0,0
Travis Taylor,61,7,51,14,0,0,0
Travis Taylor,62,9,41,11,0,0,0
Travis Taylor,63,9,41,16,0,0,0
Travis Taylor,64,8,53,14,0,0,0
Travis Taylor,65,7,37,20,0,0,0
Travis Taylor,66,9,36,20,0,0,0
Travis Taylor,67,9,46,14,0,0,0
Travis Taylor,68,9,50,16,0,0,0
Travis Taylor,69,7,39,19,0,0,0
Travis Taylor,70,9,44,10,0,0,0
Travis Taylor,71,7,51,18,0,0,0
Travis Taylor,72,9,43,6,0,0,0
Travis Taylor,73,9,41,16,0,0,0
Travis Taylor,74,9,44,12,0,0,0
Travis Taylor,75,7,54,17,0,0,0
Travis Taylor,76,7,35,13,0,0,0
Travis Taylor,77,8,43,6,0,0,0
Travis Taylor,78,7,52,9,0,0,0
Travis Taylor,79,8,37,6,0,0,0
Travis Taylor,80,9,42,16,0,0,0
Travis Taylor,81,9,44,6,0,0,0
Travis Taylor,82,7,42,7,0,0,0
Travis Taylor,83,8,40,8,0,0,0
Travis Taylor,84,8,45,5,0,0,0
Travis Taylor,85,9,47,11,0,0,0
Travis Taylor,86,7,51,17,0,0,0
Travis Taylor,87,7,55,18,0,0,0
Travis Taylor,88,7,47,14,0,0,0
Travis Taylor,89,8,44,15,0,0,0
Phillip Nixon,0,9,25,20,0,0,0
Phillip Nixon,1,11,14,7,0,0,0
Phillip Nixon,2,9,27,5,0,0,0
Phillip Nixon,3,11,28,9,0,0,0
Phillip Nixon,4,9,33,5,0,0,0
Phillip Nixon,5,9,18,17,0,0,0
Phillip Nixon,6,10,15,19,0,0,0
Phillip Nixon,7,11,15,11,0,0,0
Phillip Nixon,8,10,14,5,0,0,0
Phillip Nixon,9,9,27,17,0,0,0
Phillip Nixon,10,10,16,5,0,0,0
Phillip Nixon,11,9,14,15,0,0,0
Phillip Nixon,12,9,14,9,0,0,0
Phillip Nixon,13,11,28,18,0,0,0
Phillip Nixon,14,10,13,13,0,0,0
Phillip Nixon,15,9,22,16,0,0,0
Phillip Nixon,16,10,16,12,0,0,0
Phillip Nixon,17,9,17,17,0,0,0
Phillip Nixon,18,11,13,12,0,0,0
Phillip Nixon,19,9,19,7,0,0,0
Phillip Nixon,20,11,22,7,0,0,0
Phillip Nixon,21,11,28,5,0,0,0
Phillip Nixon,22,10,24,20,0,0,0
Phillip Nixon,23,9,25,7,0,0,0
Phillip Nixon,24,9,18,9,0,0,0
Phillip Nixon,25,10,32,19,0,0,0
Phillip Nixon,26,9,14,15,0,0,0
Phillip Nixon,27,10,26,18,0,0,0
Phillip Nixon,28,10,32,10,0,0,0
Phillip Nixon,29,10,26,16,0,0,0
Phillip Nixon,30,9,26,7,0,0,0
Phillip Nixon,31,10,25,7,0,0,0
Phillip Nixon,32,9,31,20,0,0,0
Phillip Nixon,33,10,25,13,0,0,0
Phillip Nixon,34,11,33,19,0,0,0
Phillip Nixon,35,10,22,14,0,0,0
Phillip Nixon,36,10,15,17,0,0,0
Phillip Nixon,37,10,15,17,0,0,0
Phillip Nixon,38,9,25,16,0,0,0
Phillip Nixon,39,10,28,12,0,0,0
Phillip Nixon,40,11,26,19,0,0,0
Phillip Nixon,41,10,29,13,0,0,0
Phillip Nixon,42,11,16,13,0,0,0
Phillip Nixon,43,10,15,6,0,0,0
Phillip Nixon,44,10,31,8,0,0,0
Phillip Nixon,45,11,15,7,0,0,0
Phillip Nixon,46,10,18,10,0,0,0
Phillip Nixon,47,9,15,11,0,0,0
Phillip Nixon,48,11,17,7,0,0,0
Phillip Nixon,49,10,16,19,0,0,0
Phillip Nixon,50,10,22,7,0,0,0
Phillip Nixon,51,9,33,10,0,0,0
Phillip Nixon,52,10,31,17,0,0,0
Phillip Nixon,53,11,20,18,0,0,0
Phillip Nixon,54,11,15,7,0,0,0
Phillip Nixon,55,10,19,8,0,0,0
Phillip Nixon,56,11,13,10,0,0,0
Phillip Nixon,57,11,23,20,0,0,0
Phillip Nixon,58,11,25,16,0,0,0
Phillip Nixon,59,11,17,8,0,0,0
Phillip Nixon,60,10,31,13,0,0,0
Phillip Nixon,61,9,15,17,0,0,0
Phillip Nixon,62,9,33,20,0,0,0
Phillip Nixon,63,11,29,20,0,0,0
Phillip Nixon,64,11,19,18,0,0,0
Phillip Nixon,65,9,30,12,0,0,0
Phillip Nixon,66,11,33,7,0,0,0
Phillip Nixon,67,11,17,5,0,0,0
Phillip Nixon,68,9,17,14,0,0,0
Phillip Nixon,69,11,20,11,0,0,0
Phillip Nixon,70,10,28,18,0,0,0
Phillip Nixon,71,11,13,11,0,0,0
Phillip Nixon,72,11,32,5,0,0,0
Phillip Nixon,73,10,26,16,0,0,0
Phillip Nixon,74,9,25,12,0,0,0
Phillip Nixon,75,10,28,7,0,0,0
Phillip Nixon,76,9,26,18,0,0,0
Phillip Nixon,77,10,25,9,0,0,0
Phillip Nixon,78,9,18,17,0,0,0
Phillip Nixon,79,11,14,11,0,0,0
Phillip Nixon,80,9,15,5,0,0,0
Phillip Nixon,81,9,27,8,0,0,0
Phillip Nixon,82,9,23,8,0,0,0
Phillip Nixon,83,11,30,9,0,0,0
Phillip Nixon,84,11,33,15,0,0,0
Phillip Nixon,85,10,27,18,0,0,0
Phillip Nixon,86,10,30,14,0,0,0
Phillip Nixon,87,11,27,10,0,0,0
Phillip Nixon,88,10,22,5,0,0,0
Phillip Nixon,89,10,33,10,0,0,0
Samantha Harding,0,8,52,19,0,0,0
Samantha Harding,1,9,52,13,0,0,0
Samantha Harding,2,8,52,20,0,0,0
Samantha Harding,3,7,52,12,0,0,0
Samantha Harding,4,7,63,20,0,0,0
Samantha Harding,5,9,62,19,0,0,0
Samantha Harding,6,8,51,14,0,0,0
Samantha Harding,7,8,52,13,0,0,0
Samantha Harding,8,8,59,16,0,0,0
Samantha Harding,9,9,66,17,0,0,0
Samantha Harding,10,7,52,18,0,0,0
Samantha Harding,11,9,50,15,0,0,0
Samantha Harding,12,9,68,18,0,0,0
Samantha Harding,13,8,61,19,0,0,0
Samantha Harding,14,9,49,17,0,0,0
Samantha Harding,15,8,53,14,0,0,0
Samantha Harding,16,7,54,5,0,0,0
Samantha Harding,17,7,63,18,0,0,0
Samantha Harding,18,8,62,12,0,0,0
Samantha Harding,19,9,68,18,0,0,0
Samantha Harding,20,7,56,16,0,0,0
Samantha Harding,21,7,51,11,0,0,0
Samantha Harding,22,9,54,20,0,0,0
Samantha Harding,23,9,57,8,0,0,0
Samantha Harding,24,7,64,15,0,0,0
Samantha Harding,25,9,64,5,0,0,0
Samantha Harding,26,8,54,19,0,0,0
Samantha Harding,27,7,48,7,0,0,0
Samantha Harding,28,7,66,7,0,0,0
Samantha Harding,29,9,66,19,0,0,0
Samantha Harding,30,7,54,12,0,0,0
Samantha Harding,31,8,50,10,0,0,0
Samantha Harding,32,7,49,19,0,0,0
Samantha Harding,33,7,49,11,0,0,0
Samantha Harding,34,9,68,7,0,0,0
Samantha Harding,35,7,53,12,0,0,0
Samantha Harding,36,9,49,19,0,0,0
Samantha Harding,37,8,54,15,0,0,0
Samantha Harding,38,9,64,13,0,0,0
Samantha Harding,39,7,58,13,0,0,0
Samantha Harding,40,8,54,13,0,0,0
Samantha Harding,41,7,68,6,0,0,0
Samantha Harding,42,8,52,6,0,0,0
Samantha Harding,43,8,50,7,0,0,0
Samantha Harding,44,9,60,15,0,0,0
Samantha Harding,45,8,50,8,0,0,0
Samantha Harding,46,9,67,19,0,0,0
Samantha Harding,47,9,67,12,0,0,0
Samantha Harding,48,9,59,7,0,0,0
Samantha Harding,49,9,55,17,0,0,0
Samantha Harding,50,9,68,14,0,0,0
Samantha Harding,51,7,65,18,0,0,0
Samantha Harding,52,8,48,7,0,0,0
Samantha Harding,53,7,52,5,0,0,0
Samantha Harding,54,9,58,10,0,0,0
Samantha Harding,55,9,59,6,0,0,0
Samantha Harding,56,8,61,17,0,0,0
Samantha Harding,57,9,60,17,0,0,0
Samantha Harding,58,7,49,11,0,0,0
Samantha Harding,59,9,61,16,0,0,0
Samantha Harding,60,8,58,13,0,0,0
Samantha Harding,61,7,61,9,0,0,0
Samantha Harding,62,7,53,6,0,0,0
Samantha Harding,63,9,48,13,0,0,0
Samantha Harding,64,9,48,5,0,0,0
Samantha Harding,65,7,54,18,0,0,0
Samantha Harding,66,9,48,20,0,0,0
Samantha Harding,67,9,57,20,0,0,0
Samantha Harding,68,9,59,15,0,0,0
Samantha Harding,69,9,57,13,0,0,0
Samantha Harding,70,9,54,9,0,0,0
Samantha Harding,71,7,53,9,0,0,0
Samantha Harding,72,9,61,12,0,0,0
Samantha Harding,73,7,59,8,0,0,0
Samantha Harding,74,9,59,15,0,0,0
Samantha Harding,75,8,59,17,0,0,0
Samantha Harding,76,9,64,11,0,0,0
Samantha Harding,77,8,50,13,0,0,0
Samantha Harding,78,7,56,15,0,0,0
Samantha Harding,79,7,60,15,0,0,0
Samantha Harding,80,9,50,6,0,0,0
Samantha Harding,81,9,64,16,0,0,0
Samantha Harding,82,9,61,20,0,0,0
Samantha Harding,83,7,53,10,0,0,0
Samantha Harding,84,8,66,11,0,0,0
Samantha Harding,85,7,57,8,0,0,0
Samantha Harding,86,8,64,8,0,0,0
Samantha Harding,87,7,62,16,0,0,0
Samantha Harding,88,9,67,12,0,0,0
Samantha Harding,89,8,48,20,0,0,0
Leslie Barron,0,11,39,17,0,0,0
Leslie Barron,1,9,25,18,0,0,0
Leslie Barron,2,9,23,16,0,0,0
Leslie Barron,3,10,30,8,0,0,0
Leslie Barron,4,9,39,16,0,0,0
Leslie Barron,5,10,20,13,0,0,0
Leslie Barron,6,9,40,6,0,0,0
Leslie Barron,7,10,21,18,0,0,0
Leslie Barron,8,10,26,12,0,0,0
Leslie Barron,9,10,35,12,0,0,0
Leslie Barron,10,11,27,16,0,0,0
Leslie Barron,11,9,20,20,0,0,0
Leslie Barron,12,11,36,6,0,0,0
Leslie Barron,13,11,28,13,0,0,0
Leslie Barron,14,10,21,6,0,0,0
Leslie Barron,15,11,25,12,0,0,0
Leslie Barron,16,9,40,17,0,0,0
Leslie Barron,17,11,22,19,0,0,0
Leslie Barron,18,11,33,6,0,0,0
Leslie Barron,19,9,23,11,0,0,0
Leslie Barron,20,9,33,15,0,0,0
Leslie Barron,21,10,33,11,0,0,0
Leslie Barron,22,9,24,7,0,0,0
Leslie Barron,23,9,31,5,0,0,0
Leslie Barron,24,10,26,19,0,0,0
Leslie Barron,25,9,20,15,0,0,0
Leslie Barron,26,10,36,17,0,0,0
Leslie Barron,27,11,40,17,0,0,0
Leslie Barron,28,10,26,17,0,0,0
Leslie Barron,29,11,35,13,0,0,0
Leslie Barron,30,11,39,19,0,0,0
Leslie Barron,31,11,34,13,0,0,0
Leslie Barron,32,10,25,5,0,0,0
Leslie Barron,33,9,40,11,0,0,0
Leslie Barron,34,11,40,14,0,0,0
Leslie Barron,35,10,27,9,0,0,0
Leslie Barron,36,10,34,12,0,0,0
Leslie Barron,37,11,26,7,0,0,0
Leslie Barron,38,11,37,6,0,0,0
Leslie Barron,39,10,31,14,0,0,0
Leslie Barron,40,11,39,5,0,0,0
Leslie Barron,41,9,39,17,0,0,0
Leslie Barron,42,10,40,20,0,0,0
Leslie Barron,43,11,36,12,0,0,0
Leslie Barron,44,9,20,5,0,0,0
Leslie Barron,45,9,31,6,0,0,0
Leslie Barron,46,10,22,11,0,0,0
Leslie Barron,47,9,31,13,0,0,0
Leslie Barron,48,10,39,9,0,0,0
Leslie Barron,49,10,30,14,0,0,0
Leslie Barron,50,10,33,18,0,0,0
Leslie Barron,51,10,36,5,0,0,0
Leslie Barron,52,9,40,7,0,0,0
Leslie Barron,53,9,25,14,0,0,0
Leslie Barron,54,10,40,10,0,0,0
Leslie Barron,55,10,27,8,0,0,0
Leslie Barron,56,9,25,15,0,0,0
Leslie Barron,57,9,27,15,0,0,0
Leslie Barron,58,9,24,12,0,0,0
Leslie Barron,59,11,22,14,0,0,0
Leslie Barron,60,11,25,11,0,0,0
Leslie Barron,61,11,39,14,0,0,0
Leslie Barron,62,11,21,11,0,0,0
Leslie Barron,63,11,30,9,0,0,0
Leslie Barron,64,11,22,12,0,0,0
Leslie Barron,65,11,33,18,0,0,0
Leslie Barron,66,9,31,8,0,0,0
Leslie Barron,67,10,33,7,0,0,0
Leslie Barron,68,11,29,14,0,0,0
Leslie Barron,69,11,38,8,0,0,0
Leslie Barron,70,10,33,12,0,0,0
Leslie Barron,71,10,25,12,0,0,0
Leslie Barron,72,11,37,19,0,0,0
Leslie Barron,73,10,31,11,0,0,0
Leslie Barron,74,10,30,7,0,0,0
Leslie Barron,75,10,23,19,0,0,0
Leslie Barron,76,10,37,18,0,0,0
Leslie Barron,77,11,21,14,0,0,0
Leslie Barron,78,9,39,17,0,0,0
Leslie Barron,79,9,32,19,0,0,0
Leslie Barron,80,11,25,5,0,0,0
Leslie Barron,81,9,34,14,0,0,0
Leslie Barron,82,9,22,14,0,0,0
Leslie Barron,83,9,35,9,0,0,0
Leslie Barron,84,10,35,8,0,0,0
Leslie Barron,85,11,30,6,0,0,0
Leslie Barron,86,9,20,11,0,0,0
Leslie Barron,87,9,32,8,0,0,0
Leslie Barron,88,11,27,20,0,0,0
Leslie Barron,89,10,21,9,0,0,0
Natasha Lin,0,7,58,13,0,0,0
Natasha Lin,1,9,53,11,0,0,0
Natasha Lin,2,9,63,10,0,0,0
Natasha Lin,3,7,64,19,0,0,0
Natasha Lin,4,7,55,15,0,0,0
Natasha Lin,5,7,60,12,0,0,0
Natasha Lin,6,8,45,17,0,0,0
Natasha Lin,7,7,47,20,0,0,0
Natasha Lin,8,9,51,11,0,0,0
Natasha Lin,9,7,55,6,0,0,0
Natasha Lin,10,8,57,15,0,0,0
Natasha Lin,11,9,63,7,0,0,0
Natasha Lin,12,8,62,14,0,0,0
Natasha Lin,13,7,54,18,0,0,0
Natasha Lin,14,7,56,8,0,0,0
Natasha Lin,15,8,52,7,0,0,0
Natasha Lin,16,9,46,15,0,0,0
Natasha Lin,17,9,61,12,0,0,0
Natasha Lin,18,7,45,9,0,0,0
Natasha Lin,19,8,51,7,0,0,0
Natasha Lin,20,7,61,14,0,0,0
Natasha Lin,21,7,57,16,0,0,0
Natasha Lin,22,8,62,19,0,0,0
Natasha Lin,23,7,49,6,0,0,0
Natasha Lin,24,8,59,10,0,0,0
Natasha Lin,25,7,62,15,0,0,0
Natasha Lin,26,7,51,14,0,0,0
Natasha Lin,27,8,60,19,0,0,0
Natasha Lin,28,7,52,10,0,0,0
Natasha Lin,29,9,47,6,0,0,0
Natasha Lin,30,9,45,18,0,0,0
Natasha Lin,31,8,59,7,0,0,0
Natasha Lin,32,8,50,5,0,0,0
Natasha Lin,33,8,62,5,0,0,0
Natasha Lin,34,7,51,18,0,0,0
Natasha Lin,35,9,56,17,0,0,0
Natasha Lin,36,8,55,11,0,0,0
Natasha Lin,37,9,62,16,0,0,0
Natasha Lin,38,9,45,14,0,0,0
Natasha Lin,39,7,56,12,0,0,0
Natasha Lin,40,7,58,8,0,0,0
Natasha Lin,41,9,55,11,0,0,0
Natasha Lin,42,9,60,6,0,0,0
Natasha Lin,43,9,44,10,0,0,0
Natasha Lin,44,9,52,19,0,0,0
Natasha Lin,45,8,50,13,0,0,0
Natasha Lin,46,9,61,17,0,0,0
Natasha Lin,47,7,46,20,0,0,0
Natasha Lin,48,7,49,11,0,0,0
Natasha Lin,49,7,47,6,0,0,0
Natasha Lin,50,9,44,15,0,0,0
Natasha Lin,51,7,60,14,0,0,0
